Make,Car Model,Year Model,OE Battery ,Energizer Replacement,bestbuy id
CHEVROLET,Cruze 2.0 CRDi,,DIN66 ,DIN66 ,
CHEVROLET,Cruze A/T Gas,2010,DIN55,DIN55,
CHEVROLET,Hummer (H1/H2/H3),2000 - 2010 ,G34/78,G34/78,
CHEVROLET,Malibu 2.4L,2014,DIN55,DIN55R,
CHEVROLET,Optra 1.6 LS Sedan AT,,DIN55,DIN55R,
CHEVROLET,Optra 1.6 LS Sedan MT,2003 - on,DIN55,DIN55R,
CHEVROLET,Optra 1.6 LS Wagon AT,,DIN55,DIN55R,
CHEVROLET,Optra 1.6 LS Wagon MT,,DIN55,DIN55R,2001/2004
CHEVROLET,Orlando,,DIN66,DIN66,
CHEVROLET,Spark 1.0 MT Hatch,,NS40,B20LS,
CHEVROLET,Sonic 1.4L 4DR/5DR,2012 - on,DIN55,DIN55,
CHEVROLET,Spin 1.5 LTZ (Gas),2013,DIN55,DIN55,2001/2004
CHEVROLET,Spin 1.5 LS/LTZ (Diesel),2013,DIN66,DIN66,
CHEVROLET,Suburvan 5.3 V9 4x2 AT,2007 - on,G65,G65,
CHEVROLET,Tahoe 5.3 V8 4x2 AT,,G34/78,G34/78,
CHEVROLET,Trailblazer,,G34/78,G34/78,2001/2004
CHEVROLET,Trailblazer,2013,DIN66,DIN66,
CHEVROLET,Traverse,,G34/78,G34/78,
CHEVROLET,Venture,2003 - on,G34/78,G34/78,2001/2004
CHEVROLET,Zafira,,DIN66,DIN66,
CHEVROLET,Tahoe 5.3 V8 4x2 AT,,G34/78,G34/78,
CHEVROLET,Suburvan 5.3 V8 4x2 AT,2007 - on,G65,G65,
CHEVROLET,Suburvan 5.3 V8 4x2 AT,2015,DIN77 Tall ,DIN77H,
CHEVROLET,Trax ,2015,DIN55 Tall ,DINH,2004
BMW,316i/320i/325i/328i,1991 - on,DIN66,,
BMW,1 Series,,DIN44,,2004
BMW,3 Series,,DIN66,,
BMW,5 Series,2000 - on,DIN55,,
BMW,6 Series,,DIN110,,
BMW,7 Series,,DIN110,,
BMW,M6,,DIN110,,2003
BMW,S23i,1996 - on,DIN88,,
BMW,BMWX5,2007 - on,DIN110,,2004
BMW,X1,,DIN66,,2004
BMW,X3,2005,DIN66,,2004
BMW,Z3 Roadster,1996 - on,DIN66,,
BMW,Z4/MS,2005,DIN110,,1995
BUILD YOUR DREAM  (BYD),F5 Suri (DCT),,N50,D26L,1995
BUILD YOUR DREAM  (BYD),L3 GL- 1.5Li,,N50,D26L,1995
BUILD YOUR DREAM  (BYD),F3 1.5Li M/T,,N50,D26L,1995
BUILD YOUR DREAM  (BYD),S6 GS-2.0Liu 4x2,,N50,D26L,1982
BUILD YOUR DREAM  (BYD),S6 GS-2.0Liu 4x2 DCT,,N50R,D26R,1983
BUILD YOUR DREAM  (BYD),F0 Gli,,NS50,D23L,
CHERY CARS,Chery A5,,DIN55,DIN55,
CHERY CARS,Chery Crown,,DIN44,DIN44,
CHERY CARS,Chery QQ3,,NS40,B21L,2001/2004
CHERY CARS,Eastar ,,DIN66,DIN66,2001/2004
CHERY CARS,Karry,,DIN66,DIN66,1995
CHERY CARS,Tiggo,,N50,D26L,
CHERY CARS,V2,,DIN44,DIN44,2001/2004
CHERY CARS,V5,,DIN66,DIN66,
CHERY CARS,QQ6,,NS40,B21L,2001/2004
ALFA ROMEO,155 - Twinn Spark 16V,1996 - on,DIN66,DIN66,2001/2004
ALFA ROMEO,164 - VG,1997 - on,DIN66,DIN66,2001/2004
ALFA ROMEO,GTV - 2.0L V6 Turbo,1998 - on ,DIN66,DIN66,2001/2004
ALFA ROMEO,Spyder,,DIN66,DIN66,
ALFA ROMEO,Mito,2010 - on,B20,B20,
ALFA ROMEO,Giulietta,2010 - on,DIN55,DIN55,2001/2004
ALFA ROMEO,4C,2012,DIN66,DIN66,
ACURA,Integra,,NS50,D23R,
ACURA,NSX,,NS50,D23R,1983
ACURA,TL 3.2,,NS50,D23L,1983
ACURA,ZDX 3.7 Sports Coupe,,NS50,D23L,1995
ACURA,MDX,,N50,D26L,1995
ACURA,RDX,,N50,D26L,
AUDI,A1,,DIN55,,
AUDI,A3,,DIN55,,
AUDI,A4,,DIN55,,2003
AUDI,A6,2007 - on,DIN88,,
AUDI,A8,,DIN110,,
AUDI,IT,,DIN55,,
AUDI,Q3,,DIN55,,
AUDI,Q5,,DIN77,,
AUDI,Q7,,DIN110,,
BENTLY,Arnage,,N50,,
BENTLY,Continental ,,DIN66x2,,2004
BENTLY,Mulsanne ,,DIN66 ,,
BENTLY,Continental GT/GTC,,DIN55,,
BENTLY,Flying Spur,,DIN55,,
VOLKSWAGEN,Beetle,,DIN55,EFB D23L,
VOLKSWAGEN,Bora,,DIN55,EFB D23L,
VOLKSWAGEN,Caravelle,1996 - on,DIN88,EFB D23L,2003
VOLKSWAGEN,Golf,,DIN55,EFB D23L,1999
VOLKSWAGEN,Passat,,DIN55,EFB D23L,
VOLKSWAGEN,Polo,1996 - on,DIN66,EFB D23L,
VOLKSWAGEN,Tiguan,2007 - Present,DIN66H,EFB D23L,
VOLKSWAGEN,Touareg,,DIN110,EFB D23L,
VOLVO,C30,,DIN66,,2004
VOLVO,C70,,DIN55,,
VOLVO,850/850R,1999 - on,DIN88,,2003
VOLVO,540/V40,1997 - on,DIN66,,2004
VOLVO,560,1996 - on,DIN88,,2003
VOLVO,,2005 - on,DIN66,,2004
VOLVO,570,1999 - on,DIN66,,2004
VOLVO,580,,DIN110,,
VOLVO,V50,,DIN55,,
VOLVO,V70,,DIN55,,
VOLVO,XC60,,DIN55,,
VOLVO,XC70,2005 - on,DIN88,,2003
VOLVO,XC90,2005 - on,DIN88,,2003
TOYOTA,Echo,2000 - on,NS60,B24LS,1988/1985
TOYOTA,Fortuner (Diesel),2005 - on,N70,D31L,1996
TOYOTA,Fortuner (Gas),2006 - on,N50L,D26L,1995
TOYOTA,Fortuner (Diesel),2016,DIN66H,DIN66H,
TOYOTA,HI Ace (Diesel),1999 - on,N70,D31L,1996
TOYOTA,HI Ace (Gasoline),1994 - on,N50,D26L,1995
TOYOTA,HI Ace Grandia,1999 - on,N50,D26R,1982
TOYOTA,HI Ace (All Trims),2006 - on,N50,D26L,1995
TOYOTA,HI Lux (Gasoline),1993 - on,N50,D26L,1995
TOYOTA,HI Lux 4x4/ 2x4 (Diesel),1993 - on,N50,D26L,1995
TOYOTA,HI-Lux,,N70,D31L,1996
TOYOTA,Hilux 2.4/2.8Li,2015,DIN66H,DIN66H,
TOYOTA,Innova (V-Type),2005 - on,N50,D23L,1983
TOYOTA,Innova (G-Type),2005 - on,N50,D23L,1983
TOYOTA,Innova (E-Type),2005 - on,N50,D23L,1983
TOYOTA,Innova (J-Type),2005 - on,NS60,D23L,1983
TOYOTA,Innova AN140 TR (Gasoline),2016,DIN55H,DIN55H,
TOYOTA,Innova AN140 GD (Diesel),2016,DIN66H,DIN66H,
TOYOTA,Land Cruiser / Prado (Diesel),1991 - on,N70x2,D31L/R,
TOYOTA,Land Cruiser / Prado (Gasoline),1991 - on,N50,D26L,1995
TOYOTA,Land Cruiser 200 5.7 V8,2008 - on ,N50x2,D26L/R,
TOYOTA,Lite Ace,1990 - on,NS60,B24L ,
TOYOTA,Previa (Diesel),,N70,D31L,1996
TOYOTA,Previa (Gasoline),,N50,D26L,1995
TOYOTA,Prius 1.8,,NS40L,B20L,1990
TOYOTA,RAV 4,1996 - on,NS60,B24L,1986/1993
TOYOTA,RAV 4,2007,NS50,D23L,1983
TOYOTA,Soluna ,2001 - on,NS40 ,B20LS,
TOYOTA,Tamaraw / Revo (Diesel),1998 - on,N50,D26L,1995
TOYOTA,Tamaraw / Revo (Gasoline),1998 - on,NS50,D23L,1983
TOYOTA,Tamaraw / Revo Sport (Diesel),1998 - on,N50,D26L,1995
TOYOTA,Tamaraw / Revo Sport (Gasoline),1998 - on,NS50,D23L,1983
TOYOTA,VIOS,2003 - on,NS60,B24LS,1988/1985
TOYOTA,VIOS,2015 - 2016,NS40,B20L,1990
TOYOTA,YARIS,,NS60,B24LS,1988/1985
SUZUKI,Alto,,NS40,B20L,1990
SUZUKI,APV,,NS60,B24RS,
SUZUKI,Bayan Cab,1996 - 1999 ,NS40,B20LS,
SUZUKI,Bravo,,NS60,B24LS,1988/1985
SUZUKI,Celerio,,NS40R,B20R,
SUZUKI,CIAZ/Swift (US Version),2016,DIN55,DIN55,
SUZUKI,Esteem Wagon,1996 - 1999 ,NS60,B24L ,
SUZUKI,Grand Vitara,2001 - on,NS50,D23L,1983
SUZUKI,,2007 - on,N50,D26L,1995
SUZUKI,Jimmy,2004,NS40,B20LS,
SUZUKI,Samurai,1998 - on,NS60,B24L,1986/1993
SUZUKI,Super Carry,1998 - on,NS40,B20LS,
SUZUKI,Swift,2005,NS40R,B20RS,
SUZUKI,Sx4 AT 1.6 Dr Aero,,NS60R,B20RS,
SUZUKI,Sx4 AT 1.6 Dr Cross Over,,NS41,B20LS,
SUZUKI,Vitara,1995 - on,NS60,B24LS,1988/1985
SUZUKI,Wagon R,,NS60,B24LS,1988/1985
SUZUKI,XL 7,,NS60,B24LS,1988/1985
TATA,Vista (Petrol),2014 - on,DIN44,DIN44,
TATA,Vista (Diesel),2014 - on,DIN55H,DIN55H,
TATA,Manza (Petrol),2014 - on,DIN44,DIN44,
TATA,Manza (Diesel),2014 - on,DIN55H,DIN55H,
TATA,Indigo/Indica (Diesel),2014 - on,DIN55R,DIN55R,
TATA,ACE,2014 - on,NS40,B20L,1990
TATA,Super Ace (Diesel) 3-Cylinder,2014 - on,N50,D26R,1982
TATA,Xenon Pick-up,2014 - on,N70,D31R,1998
TOYOTA,Alphard 2.4 (Gasoline),2010,NS50,D23L,1983
TOYOTA,Avansa 1.3,,NS40,B20L,1990
TOYOTA,Avansa 1.5,,NS60R,B24RS,
TOYOTA,Camry,1996 - on,NS50,D23L,1983
TOYOTA,,2007 - on,N50,D26L,1995
TOYOTA,Coaster,,N70x2,D31L/R,
TOYOTA,Corolla All Models / ALTIS,1989 - on,NS60 ,B24L,1986/1993
TOYOTA,Corona,1989 - on,NS60 ,B24L,1986/1993
TOYOTA,Crown All Models (Diesel),1989 - on,N70 ,D31L ,
PORSCHE,911 GT2,1993 - on,DIN88,DIN88,2003
PORSCHE,911 (Turbo),,,,2003
PORSCHE,Boxster,1996 - 2003 ,DIN88,DIN88,2003
PORSCHE,Boxster,2004 - Present,DIN77,,
PORSCHE,Cayenne (All Trims),,DIN88,,2003
PORSCHE,Cayman (All Trims),,DIN66,,2004
PORSCHE,Panamera,,DIN66,,2004
PORSCHE,Macan (All Variants),2013,DIN66,,2004
PROTON WIRA,1.6,1994 - 1998 ,NS50,D23L,1983
PROTON WIRA,"1.3GLi, 1.5GLi",1994 - 1998 ,NS50,D23L,1983
SSANYONG,Actyon,1997 - on,N70,D31R,1998
SSANYONG,Kyron,1997 - on,N70,D31R,1998
SSANYONG,Musso,1997 - on,N70,D31R,1998
SSANYONG,Rexton,1997 - on,N70,D31R,1998
SSANYONG,Rhino,1997 - on,N70,D31R,1998
SSANYONG,Rodius,1997 - on,N70,D31R,1998
SSANYONG,Tivoli,2016,DIN44,DIN44,
SSANYONG,Tivoli XLS (Long Wheelbase),2016,N50,D26L,1995
SUBARU,Forester 2.0,2007 - on,NS50,D23L,1983
SUBARU,Forester 2.5LEgacy,2007 - on,NS50,D23L,1983
SUBARU,Legacy,,NS50,D23L,1983
SUBARU,Impreza,,NS50,D23L,1983
SUBARU,Impreza 2.5 WRX,2007 - on,NS50,D23L,1983
SUBARU,Impreza 2.5 WRX STI,2007 - on,NS50,D23L,1983
SUBARU,Outback 3.0,2007 - on,N50,D26R,1982
SUBARU,Tribeca,2006 - 2014,NS50,D23L,1983
